jobtitle,location,country,function,days_open_in_report_date_range,total_amount_of_views,unique_visits,unique_application_clicks,cost_per_click,cost_per_application,application_through_rate
Senior Jurist Omgevingsrecht,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,20,168,146,2,0.4878964158378682,35.61643835616438,0.0136986301369863
Senior Jurist Woo - Rijksoverheid,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,168,160,3,0.690068493150685,36.80365296803653,0.01875
Engineer Ondergrondse Infra,"Zwolle, Overijssel, Nederland",Nederland,Engineering/Information Technology,25,168,138,10,0.6452253325392099,8.904109589041095,0.072463768115942
Toezichthouder Openbare Ruimte,"Eemsdelta, Groningen, Nederland",Nederland,Project Management,31,168,132,5,0.8364466583644666,22.08219178082192,0.0378787878787878
Medior ICT Support Medewerker,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,45,167,158,2,1.0143922316629097,80.13698630136986,0.0126582278481012
Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,28,167,148,8,0.6738245094409478,12.465753424657535,0.054054054054054
Werkvoorbereider Vattenfall,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering,31,167,136,3,0.8118452860596294,36.80365296803653,0.0220588235294117
Junior jurist handhaving,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,24,167,147,8,0.5814928711210512,10.684931506849315,0.0544217687074829
Junior Subsidieadviseur Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,167,147,3,0.7510949585313578,36.80365296803653,0.0204081632653061
IT - Servicedesk Specialist,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,28,166,150,11,0.6648401826484018,9.066002490660026,0.0733333333333333
Medior Netwerk Engineer,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,31,166,141,10,0.7830564461284368,11.04109589041096,0.0709219858156028
Werkplekbeheer/IT Support,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,31,166,148,6,0.746019992595335,18.401826484018265,0.0405405405405405
Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,166,159,8,0.694408546566727,13.8013698630137,0.050314465408805
Senior Project Controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,166,139,11,0.7943234453533065,10.0373599003736,0.079136690647482
DevOps Engineer PAAS Windows,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,31,165,140,7,0.7886497064579256,15.772994129158514,0.05
Senior KYC/CDD Analist,"Tilburg, Noord-Brabant, Nederland",Nederland,Finance/Sales,31,165,144,4,0.7667427701674278,27.6027397260274,0.0277777777777777
Procesmanager Amersfoort,"Amersfoort, Utrecht, Nederland",Nederland,Management/Manufacturing,31,164,140,3,0.7886497064579256,36.80365296803653,0.0214285714285714
,,,,0,164,139,11,0.0,0.0,0.079136690647482
IT - Servicedesk Specialist,"Apeldoorn, Gelderland, Nederland",Nederland,Information Technology,15,164,149,8,0.3585547485519904,6.678082191780822,0.0536912751677852
Medior Privacy Jurist,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,164,154,4,0.7169542785981142,27.6027397260274,0.0259740259740259
Junior Projectleider Bouwmanagement,"Eindhoven, Noord-Brabant, Nederland",Nederland,Project Management,16,163,132,7,0.431714404317144,8.140900195694716,0.053030303030303
Junior Jurist Sociaal Domein,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,163,151,5,0.7311984033384741,22.08219178082192,0.0331125827814569
Junior Werkvoorbereider bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,31,163,149,10,0.7410131470074469,11.04109589041096,0.0671140939597315
ICT Support Medewerker,"Amersfoort, Utrecht, Nederland",Nederland,Information Technology,10,162,143,9,0.24906600249066,3.95738203957382,0.0629370629370629
Bestuursadviseur Digitalisering,"Delft, Zuid-Holland, Nederland",Nederland,Business Development/Sales,8,162,135,3,0.211060375443937,9.497716894977168,0.0222222222222222
Specialist automatisering,"Beilen, Drenthe, Nederland",Nederland,Business Development/Engineering/Manufacturing,43,162,151,6,1.0142429465662706,25.525114155251146,0.0397350993377483
Junior Jurist Contractenrecht,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,162,141,4,0.7830564461284368,27.6027397260274,0.0283687943262411
Junior Hypotheekacceptant,"Amersfoort, Utrecht, Nederland",Nederland,Finance,31,162,148,6,0.746019992595335,18.401826484018265,0.0405405405405405
Support Engineer IT,"Amsterdam Zuidoost, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,8,161,138,12,0.2064721064125471,2.374429223744292,0.0869565217391304
Junior FEC Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,31,161,145,3,0.7614548889938593,36.80365296803653,0.0206896551724137
SOC Analist,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,36,161,147,9,0.8722393066815767,14.246575342465754,0.0612244897959183
Modern Workplace Engineer,"Groningen, Groningen, Nederland",Nederland,Engineering/Information Technology,15,160,147,6,0.363433044450657,8.904109589041097,0.0408163265306122
Jurist Handhaving,"'s-Hertogenbosch, Noord-Brabant, Nederland",Nederland,Legal,31,160,151,1,0.7311984033384741,110.4109589041096,0.0066225165562913
Werkvoorbereider,"Tilburg, Noord-Brabant, Nederland",Nederland,Engineering,31,160,145,4,0.7614548889938593,27.6027397260274,0.0275862068965517
Senior Support Engineer,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,31,160,136,2,0.8118452860596294,55.2054794520548,0.0147058823529411
 Technicus E&I,"Arnhem, Gelderland, Nederland",Nederland,Engineering/Production/Project Management,31,159,130,8,0.8493150684931507,13.8013698630137,0.0615384615384615
Senior jurist handhaving,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,159,135,0,0.8178589548452563,,0.0
Hypotheekacceptant,"Rotterdam, Zuid-Holland, Nederland",Nederland,Administrative/Finance,31,159,142,5,0.7775419641134478,22.08219178082192,0.0352112676056338
Maintenance Engineer,"Leeuwarden, Friesland, Nederland",Nederland,Management/Manufacturing,17,159,139,9,0.4355967280969745,6.727549467275495,0.0647482014388489
Junior Jurist RO,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,28,159,141,8,0.7072767900514914,12.465753424657535,0.0567375886524822
Uitvoerder onderhoud,"'t Harde, Gelderland, Nederland",Nederland,Engineering,31,158,132,2,0.8364466583644666,55.2054794520548,0.0151515151515151
Accountmanager Finance&Risk,"Amsterdam, Noord-Holland, Nederland",Nederland,Business Development/Sales,15,158,149,3,0.3585547485519904,17.808219178082194,0.0201342281879194
Project Engineer Duurzame Energie,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,158,147,7,0.7510949585313578,15.772994129158514,0.0476190476190476
Projectmanager Tunnelventilatiesystemen,"Hengelo, Overijssel, Nederland",Nederland,Project Management,31,157,138,4,0.8000794123486202,27.6027397260274,0.0289855072463768
Junior Subsidieadviseur Zwolle,"Zwolle, Overijssel, Nederland",Nederland,Other,31,157,128,3,0.8625856164383562,36.80365296803653,0.0234375
Medior CDD Analist,"Amersfoort, Utrecht, Nederland",Nederland,Business Development/Sales,31,156,133,2,0.830157585745185,55.2054794520548,0.0150375939849624
Quantity Surveyor,"Rotterdam, Zuid-Holland, Nederland",Nederland,Management/Manufacturing,30,156,120,15,0.8904109589041096,7.123287671232877,0.125
ICT Support medewerker,"Leiden, Zuid-Holland, Nederland",Nederland,Information Technology,12,155,134,7,0.3189531793089348,6.105675146771037,0.0522388059701492
,,,,0,155,126,12,0.0,0.0,0.0952380952380952
Traineeship Maintenance en Assetmanagement,"Amsterdam, Noord-Holland, Nederland",Nederland,Management/Manufacturing,31,155,144,10,0.7667427701674278,11.04109589041096,0.0694444444444444
Trainee Finance & Control,"Den Haag, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,155,144,3,0.7667427701674278,36.80365296803653,0.0208333333333333
Solution Architect,"Amsterdam, Noord-Holland, Nederland",Nederland,Engineering/Information Technology,36,154,147,1,0.8722393066815767,128.21917808219175,0.0068027210884353
Acceptant Verzekeringen,"Apeldoorn, Gelderland, Nederland",Nederland,Finance,31,153,132,7,0.8364466583644666,15.772994129158514,0.053030303030303
Medewerker business support Inkoop JP1022,"Groningen, Groningen, Nederland",Nederland,Purchasing/Supply Chain,13,152,124,1,0.3733981440565621,46.3013698630137,0.0080645161290322
Specialist automatisering,"Workum, Friesland, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,152,135,5,0.8178589548452563,22.08219178082192,0.037037037037037
Junior Jurist Sociaal Domein,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,152,143,3,0.772104607721046,36.80365296803653,0.0209790209790209
IT Supportmedewerker,"Amsterdam, Noord-Holland, Nederland",Nederland,Information Technology,12,151,125,6,0.3419178082191781,7.123287671232877,0.048
Specialist automatisering,"Workum, Friesland, Nederland",Nederland,Business Development/Engineering/Manufacturing,43,151,146,4,1.0489772940514168,38.28767123287671,0.0273972602739726
Reliability Engineer,"Meppel, Drenthe, Nederland",Nederland,Engineering/Information Technology,17,151,137,5,0.441955804419558,12.10958904109589,0.0364963503649635
Teamleider Onderhoud,"Marum, Groningen, Nederland",Nederland,Manufacturing,18,150,140,3,0.4579256360078277,21.36986301369863,0.0214285714285714
Senior Jurist Bezwaar Rijksoverheid,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,31,150,136,1,0.8118452860596294,110.4109589041096,0.0073529411764705
Junior Subsidieadviseur Den Haag,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,31,150,130,6,0.8493150684931507,18.401826484018265,0.0461538461538461
Monteur Schadeherstel,"Meppel, Drenthe, Nederland",Nederland,Production/Supply Chain,31,150,145,0,0.7614548889938593,,0.0
,,,,0,150,132,12,0.0,0.0,0.0909090909090909
Junior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,150,140,4,0.7886497064579256,27.6027397260274,0.0285714285714285
Junior Jurist Sociaal Domein,"Utrecht, Utrecht, Nederland",Nederland,Legal,31,149,131,3,0.8428317473596152,36.80365296803653,0.0229007633587786
Specialist automatisering,"Marum, Groningen, Nederland",Nederland,Business Development/Engineering/Manufacturing,43,149,144,3,1.063546423135464,51.05022831050229,0.0208333333333333
Project Engineer Energie opwek Mechanisch,"Delft, Zuid-Holland, Nederland",Nederland,Engineering/Information Technology,31,149,134,5,0.8239623798814149,22.08219178082192,0.0373134328358208
Specialist automatisering,"Meppel, Drenthe, Nederland",Nederland,Business Development/Engineering/Manufacturing,43,149,139,5,1.1018034887158763,30.63013698630137,0.0359712230215827
Productieplanner,"Den Haag, Zuid-Holland, Nederland",Nederland,Distribution/Strategy/Planning/Supply Chain,9,149,131,7,0.244693087943114,4.579256360078277,0.0534351145038167
Junior ICT Support Medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,17,149,121,7,0.5003962413675987,8.649706457925635,0.0578512396694214
Specialist automatisering,"Meppel, Drenthe, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,148,132,5,0.8364466583644666,22.08219178082192,0.0378787878787878
Junior ICT Support Medewerker,"Arnhem, Gelderland, Nederland",Nederland,Information Technology,31,148,128,11,0.8625856164383562,10.0373599003736,0.0859375
Senior Privacy Jurist,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,39,148,134,6,1.036597832754038,23.15068493150685,0.044776119402985
Manager Juridische Zaken,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,18,147,131,1,0.4893861758862281,64.10958904109589,0.0076335877862595
Financieel Adviseur Klantbeheer,"Amersfoort, Utrecht, Nederland",Nederland,Finance,31,147,140,2,0.7886497064579256,55.2054794520548,0.0142857142857142
Trainee Finance & Control,"Rotterdam, Zuid-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,147,131,6,0.8428317473596152,18.401826484018265,0.0458015267175572
Medior Jurist Bestuursrecht - Rijksoverheid,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,146,143,0,0.772104607721046,,0.0
Specialist automatisering,"Balkbrug, Overijssel, Nederland",Nederland,Business Development/Engineering/Manufacturing,25,146,124,8,0.7180733539549271,11.13013698630137,0.064516129032258
ICT support medewerker,"Zwolle, Overijssel, Nederland",Nederland,Information Technology,31,146,125,5,0.8832876712328768,22.08219178082192,0.04
Jurist Rechtsbijstand (Senior),"Utrecht, Utrecht, Nederland",Nederland,Legal,31,146,139,4,0.7943234453533065,27.6027397260274,0.0287769784172661
Specialist automatisering,"Balkbrug, Overijssel, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,145,126,4,0.8762774516199174,27.6027397260274,0.0317460317460317
Legal Counsel,"Amsterdam, Noord-Holland, Nederland",Nederland,Legal,30,145,129,3,0.8282892640968461,35.61643835616439,0.0232558139534883
Senior Financial Accountant,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,31,145,137,4,0.8059194080591942,27.6027397260274,0.0291970802919708
Junior Werkvoorbereider Civiele Techniek,"Delft, Zuid-Holland, Nederland",Nederland,Education/Training,31,145,129,10,0.8558989062334077,11.04109589041096,0.0775193798449612
IT Servicedeskmedewerker,"Rotterdam, Zuid-Holland, Nederland",Nederland,Information Technology,31,145,122,8,0.9050078598697509,13.8013698630137,0.0655737704918032
Multi Client Pool ICT Servicedeskmedewerker,"De Meern, Utrecht, Nederland",Nederland,Other,31,145,136,4,0.8118452860596294,27.6027397260274,0.0294117647058823
Uitvoerder onderhoud,"'t Harde, Gelderland, Nederland",Nederland,Engineering,31,144,126,1,0.8762774516199174,110.4109589041096,0.0079365079365079
Junior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,143,137,4,0.935906409359064,32.054794520547944,0.0291970802919708
Junior Financieel Adviseur Planning & Control,"Amsterdam, Noord-Holland, Nederland",Nederland,Finance/Sales,36,143,131,5,0.9787723517724564,25.64383561643836,0.0381679389312977
,,,,0,143,126,8,0.0,0.0,0.0634920634920634
Specialist automatisering,"Marum, Groningen, Nederland",Nederland,Business Development/Engineering/Manufacturing,31,142,123,4,0.8976500723911349,27.6027397260274,0.032520325203252
Junior Bezwaarjurist - Utrecht,"Utrecht, Utrecht, Nederland",Nederland,Other,31,142,125,3,0.8832876712328768,36.80365296803653,0.024
Werkvoorbereider Maintenance,"Bedum, Groningen, Nederland",Nederland,Engineering,31,142,125,3,0.8832876712328768,36.80365296803653,0.024
Junior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,142,126,3,0.8762774516199174,36.80365296803653,0.0238095238095238
Junior IT Servicedeskmedewerker,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,29,142,122,6,0.8466202560071863,17.21461187214612,0.0491803278688524
Product Owner,"Amsterdam, Noord-Holland, Nederland",Nederland,Marketing/Product Management,11,142,122,9,0.3211318212441051,4.353120243531203,0.0737704918032786
Medior ICT Support Medewerker,"Utrecht, Utrecht, Nederland",Nederland,Information Technology,31,142,112,6,0.9858121330724072,18.401826484018265,0.0535714285714285
Junior Uitvoerder Bouwkunde,"Delft, Zuid-Holland, Nederland",Nederland,Engineering,31,141,126,5,0.8762774516199174,22.08219178082192,0.0396825396825396
Technisch Specialist Windmolens,"Groningen, Groningen, Nederland",Nederland,Manufacturing,31,141,128,5,0.8625856164383562,22.08219178082192,0.0390625
Subsidiemedewerker,"Den Haag, Zuid-Holland, Nederland",Nederland,Other,31,141,126,4,0.8762774516199174,27.6027397260274,0.0317460317460317
Junior Jurist RO,"Utrecht, Utrecht, Nederland",Nederland,Legal,28,140,131,3,0.7612673847119106,33.242009132420094,0.0229007633587786
Projectondersteuner,"Utrecht, Utrecht, Nederland",Nederland,Other,17,140,130,2,0.4657534246575342,30.273972602739725,0.0153846153846153
Medior Privacy Jurist Den Haag,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,140,131,2,0.8428317473596152,55.2054794520548,0.015267175572519
Junior Financial Controller,"Amsterdam, Noord-Holland, Nederland",Nederland,Accounting/Auditing/Finance,26,140,120,2,0.771689497716895,46.3013698630137,0.0166666666666666
Junior Jurist Contractenrecht,"Den Haag, Zuid-Holland, Nederland",Nederland,Legal,31,140,135,1,0.8178589548452563,110.4109589041096,0.0074074074074074
Medior Subsidiebeoordelaar,"Den Haag, Zuid-Holland, Nederland",Nederland,Administrative/Finance/Legal,31,139,111,2,0.9946933234604468,55.2054794520548,0.018018018018018
Specialist automatisering,"Marum, Groningen, Nederland",Nederland,Business Development/Engineering/Manufacturing,25,139,118,9,0.7545855583933132,9.89345509893455,0.0762711864406779
Projectorganisator Bouw,"Groningen, Groningen, Nederland",Nederland,Project Management,17,139,120,9,0.504566210045662,6.727549467275495,0.075
